"CodesAndRegsLicenseDataID","LicenseID","Description","LicenseName","Location","StreetNumber","Prefix","StreetName","Suffix","Longitude","Latitude","ExpirationDate","SubType","SubDescription","IssueDate","Zip","DISTRICT","NEIGHBORHOOD","ZONING","EndorsementType","EndorsementTypeDescription","EndorsementStatusDescription","EndorsementIssuedDate","AGENCY","GPSX","GPSY"
"2481","14ABC1145","Alcoholic Beverage Annual","MALONE'S OLD HICKORY INN","1038 LYDIA ST ","1038"," ","LYDIA","ST","-85.737648509600007","38.224236438799998","2019-01-31 00:00:00","BAR","Bar","2014-09-25 17:19:17","40217","10","SCHNITZELBURG","R5","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","2014-09-25 17:19:17","Codes and Regulations","1213070","267190"
"2482","14ABC1145","Alcoholic Beverage Annual","MALONE'S OLD HICKORY INN","1038 LYDIA ST ","1038"," ","LYDIA","ST","-85.737648509600007","38.224236438799998","2019-01-31 00:00:00","BAR","Bar","2014-09-25 17:19:17","40217","10","SCHNITZELBURG","R5","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","2014-09-25 17:19:17","Codes and Regulations","1213070","267190"
"2483","ABC890194","Alcoholic Beverage Annual","FAMILY TIES OF LOUISVILLE","1809 W JEFFERSON ST ","1809","W","JEFFERSON","ST","-85.780588364600007","38.256778098200002","2018-10-31 00:00:00","BAR","Bar","2017-02-16 16:02:22","40203","04","RUSSELL","C2","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","2017-02-16 16:02:22","Codes and Regulations","1200933","279241"
"2484","ABC890194","Alcoholic Beverage Annual","FAMILY TIES OF LOUISVILLE","1809 W JEFFERSON ST ","1809","W","JEFFERSON","ST","-85.780588364600007","38.256778098200002","2018-10-31 00:00:00","BAR","Bar","2017-02-16 16:02:22","40203","04","RUSSELL","C2","SD","Sunday Drink","ACTIVE","2017-02-16 16:02:22","Codes and Regulations","1200933","279241"
"2485","14ABC1079","Alcoholic Beverage Annual","COPPER & KINGS AMERICAN BRANDY COMPANY","1121 E WASHINGTON ST ","1121","E","WASHINGTON","ST","-85.730429766699999","38.257125270700001","2018-09-30 00:00:00","DST","Distributor / Wholesaler","2014-05-19 15:18:02","40206","04","BUTCHERTOWN","EZ1","PC4","NQ3 Private Club  (12 am till 4 am)","INACTIVE","","Codes and Regulations","1215336","279132"
"2486","ABC906735","Alcoholic Beverage Annual","MERCURY BALLROOM","611 S 4TH ST ","611","S","4TH","ST","-85.757772255500001","38.248443010400003","2018-11-30 00:00:00","THR","Theatre / Museum","2017-06-28 09:24:07","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD","Quota Retail Drink","ACTIVE","2017-06-28 09:24:07","Codes and Regulations","1207434","276098"
"2487","ABC906735","Alcoholic Beverage Annual","MERCURY BALLROOM","611 S 4TH ST ","611","S","4TH","ST","-85.757772255500001","38.248443010400003","2018-11-30 00:00:00","THR","Theatre / Museum","2017-06-28 09:24:07","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","2017-06-28 09:24:07","Codes and Regulations","1207434","276098"
"2488","16ABC1142","Alcoholic Beverage Annual","DIXIE HIGHWAY LIQUORS","15901 DIXIE HWY ","15901"," ","DIXIE","HWY","-85.920946687599994","38.01524294","2019-03-31 00:00:00","LIQ","Liquor Store","2016-09-29 10:23:50","40177","14","","M2","MBCO","NQ Retail Malt Beverage Combo (Package and Drink)","ACTIVE","","Codes and Regulations","1159040","191998"
"2489","ABC915390","Alcoholic Beverage Annual","HAMPTON INN LOUISVILLE NORTHEAST","4100 HAMPTON LAKE WAY ","4100"," ","HAMPTON LAKE","WAY","-85.549946298199998","38.3000994334","2019-01-31 00:00:00","LIQ","Liquor Store","2017-05-03 16:40:09","40241","17","","C1","LP","Quota Retail Package","ACTIVE","2017-05-03 16:40:09","Codes and Regulations","1267376","293998"
"2490","ABC915390","Alcoholic Beverage Annual","HAMPTON INN LOUISVILLE NORTHEAST","4100 HAMPTON LAKE WAY ","4100"," ","HAMPTON LAKE","WAY","-85.549946298199998","38.3000994334","2019-01-31 00:00:00","LIQ","Liquor Store","2017-05-03 16:40:09","40241","17","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2017-05-03 16:40:09","Codes and Regulations","1267376","293998"
"2491","ABC915719","Alcoholic Beverage Annual","BARRELL CRAFT SPIRITS DISTILLERY","3311 GILMORE INDUSTRIAL BLVD ","3311"," ","GILMORE INDUSTRIAL","BLVD","-85.700362494499998","38.179242367999997","2019-02-28 00:00:00","MAN","Manufacturer","2017-07-17 10:49:51","40213","21","","M2","REC","Rectifier","ACTIVE","2017-07-17 10:49:51","Codes and Regulations","1223522","250636"
"2492","14822","Alcoholic Beverage Annual","LOTSA PASTA","3717 LEXINGTON RD ","3717"," ","LEXINGTON","RD","-85.660107148400002","38.2522198976","2019-05-31 00:00:00","RST","Restaurant / Cafe","2005-09-26 11:49:00","40207","09","ROCKCREEK LEXINGTON ROAD","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1235499","277029"
"2493","3800","Alcoholic Beverage Annual","COUSINS LIQUORS","1233 W HILL ST ","1233","W","HILL","ST","-85.776394457500004","38.227762494099998","2019-03-31 00:00:00","LIQ","Liquor Store","2004-03-09 16:05:00","40210","06","PARK HILL","EZ1","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1201962","268656"
"2494","14ABC1018","Alcoholic Beverage Annual","GYPSY'S SPORTS GRILLE","7207 FEGENBUSH LN ","7207"," ","FEGENBUSH","LN","-85.626783589300004","38.145433864499999","2019-01-31 00:00:00","BAR","Bar","2014-02-18 10:13:10","40228","23","","PD","MBRD2","NQ4 Retail Malt Beverage Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1244486","238001"
"2495","14ABC1018","Alcoholic Beverage Annual","GYPSY'S SPORTS GRILLE","7207 FEGENBUSH LN ","7207"," ","FEGENBUSH","LN","-85.626783589300004","38.145433864499999","2019-01-31 00:00:00","BAR","Bar","2014-02-18 10:13:10","40228","23","","PD","LD2","Quota Retail Drink (12 AM - 2 AM)","ACTIVE","","Codes and Regulations","1244486","238001"
"2496","14ABC1016","Alcoholic Beverage Annual","CAFFE BAR MAHALA","3952 BARDSTOWN RD ","3952"," ","BARDSTOWN","RD","-85.649916101399995","38.193288148699999","2019-01-31 00:00:00","RST","Restaurant / Cafe","2014-05-01 13:46:50","40218","10","","M2","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1238099","255526"
"2497","14ABC1016","Alcoholic Beverage Annual","CAFFE BAR MAHALA","3952 BARDSTOWN RD ","3952"," ","BARDSTOWN","RD","-85.649916101399995","38.193288148699999","2019-01-31 00:00:00","RST","Restaurant / Cafe","2014-05-01 13:46:50","40218","10","","M2","MBRD2","NQ4 Retail Malt Beverage Drink (12 am till 2 am)","INACTIVE","","Codes and Regulations","1238099","255526"
"2498","14ABC1081","Alcoholic Beverage Annual","SHOP TODAY","3038 HUNSINGER LN 101","3038"," ","HUNSINGER","LN","-85.625004997100007","38.217828870699996","2019-01-31 00:00:00","GRO","Grocery / Food Mart","2014-06-09 11:41:18","40220","11","HIKES POINT","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1245391","264354"
"2499","5499","Alcoholic Beverage Annual","SPEEDWAY #9624","7002 SHEPHERDSVILLE RD ","7002"," ","SHEPHERDSVILLE","RD","-85.660526734200005","38.148480042899997","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-07-30 12:37:00","40219","24","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1234800","239257"
"2500","5499","Alcoholic Beverage Annual","SPEEDWAY #9624","7002 SHEPHERDSVILLE RD ","7002"," ","SHEPHERDSVILLE","RD","-85.660526734200005","38.148480042899997","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-07-30 12:37:00","40219","24","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1234800","239257"
"2501","18855","Alcoholic Beverage Annual","CARDINAL SPIRITS # 3610","7100 RAGGARD RD ","7100"," ","RAGGARD","RD","-85.870341595799999","38.171485150099997","2018-08-31 00:00:00","LIQ","Liquor Store","2008-03-04 13:28:00","40216","01","","C2","LP2","Quota Retail Package (12 AM - 2 AM)","ACTIVE","","Codes and Regulations","1174618","248626"
"2502","4308","Alcoholic Beverage Annual","UNIVERSITY CLUB","200 E BRANDEIS AVE ","200","E","BRANDEIS","AVE","-85.756169602499995","38.2186874633","2019-05-31 00:00:00","PRI","Private Club","2004-04-23 11:55:00","40208","06","UNIVERSITY","OR2","CATE","Caterer","ACTIVE","","Codes and Regulations","1207717","265256"
"2503","4308","Alcoholic Beverage Annual","UNIVERSITY CLUB","200 E BRANDEIS AVE ","200","E","BRANDEIS","AVE","-85.756169602499995","38.2186874633","2019-05-31 00:00:00","PRI","Private Club","2004-04-23 11:55:00","40208","06","UNIVERSITY","OR2","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1207717","265256"
"2504","3308","Alcoholic Beverage Annual","HAZELWOOD LIQUORS","4338 TAYLOR BLVD ","4338"," ","TAYLOR","BLVD","-85.783136791499999","38.176544438199997","2019-02-28 00:00:00","LIQ","Liquor Store","2004-02-16 09:29:00","40215","15","IROQUOIS","C2","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1199715","250039"
"2505","15ABC1091","Alcoholic Beverage Annual","WALGREENS #09412","5100 DIXIE HWY ","5100"," ","DIXIE","HWY","-85.829652415300004","38.168165241200001","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:33:44","40216","12","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-07-29 17:33:44","Codes and Regulations","1186293","247214"
"2506","16ABC1020","Alcoholic Beverage Annual","ICE LIQUORS","349 W KENWOOD WAY ","349","W","KENWOOD","WAY","-85.767997847900006","38.181658445499998","2019-02-28 00:00:00","LIQ","Liquor Store","2016-02-17 10:16:11","40214","21","BEECHMONT","C1","LP","Quota Retail Package","ACTIVE","2016-02-17 10:16:11","Codes and Regulations","1204097","251829"
"2507","16ABC1020","Alcoholic Beverage Annual","ICE LIQUORS","349 W KENWOOD WAY ","349","W","KENWOOD","WAY","-85.767997847900006","38.181658445499998","2019-02-28 00:00:00","LIQ","Liquor Store","2016-02-17 10:16:11","40214","21","BEECHMONT","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2016-02-17 10:16:11","Codes and Regulations","1204097","251829"
"2508","16ABC1022","Alcoholic Beverage Annual","DOLLAR GENERAL STORE #15669","1201 DIXIE HWY ","1201"," ","DIXIE","HWY","-85.786576941800007","38.237249540999997","2018-07-31 00:00:00","RET","Retail","2016-02-15 14:35:49","40210","06","PARK HILL","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2016-02-15 14:35:49","Codes and Regulations","1199095","272159"
"2509","16ABC1076","Alcoholic Beverage Annual","MILE WIDE BEER COMPANY","636 BARRET AVE A","636"," ","BARRET","AVE","-85.732886035299998","38.246416259","2018-10-31 00:00:00","BAR","Bar","2016-11-01 08:12:36","40204","","","","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1214568","275244"
"2510","16ABC1076","Alcoholic Beverage Annual","MILE WIDE BEER COMPANY","636 BARRET AVE A","636"," ","BARRET","AVE","-85.732886035299998","38.246416259","2018-10-31 00:00:00","BAR","Bar","2016-11-01 08:12:36","40204","","","","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1214568","275244"
"2511","5849","Alcoholic Beverage Annual","CAPTAIN'S CELLAR","2915 BROWNSBORO RD ","2915"," ","BROWNSBORO","RD","-85.687700186800001","38.260279049399998","2018-09-30 00:00:00","LIQ","Liquor Store","2004-08-24 09:13:00","40206","09","BROWNSBORO ZORN","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1227622","280086"
"2512","5849","Alcoholic Beverage Annual","CAPTAIN'S CELLAR","2915 BROWNSBORO RD ","2915"," ","BROWNSBORO","RD","-85.687700186800001","38.260279049399998","2018-09-30 00:00:00","LIQ","Liquor Store","2004-08-24 09:13:00","40206","09","BROWNSBORO ZORN","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1227622","280086"
"2513","6936","Alcoholic Beverage Annual","FERN & MOODY'S","3903 BARDSTOWN RD ","3903"," ","BARDSTOWN","RD","-85.653437273799995","38.195786219399999","2019-01-31 00:00:00","LIQ","Liquor Store","2004-11-10 09:30:34","40218","10","","C1","LP2","Quota Retail Package (12 AM - 2 AM)","ACTIVE","","Codes and Regulations","1237101","256451"
"2514","14ABC1100","Alcoholic Beverage Annual","HOOTERS","7701 PRESTON HWY ","7701"," ","PRESTON","HWY","-85.687466571000002","38.140439310700003","2019-02-28 00:00:00","RST","Restaurant / Cafe","2014-08-13 12:12:03","40219","24","","C2","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","2014-08-13 12:12:03","Codes and Regulations","1227008","236449"
"2515","14ABC1100","Alcoholic Beverage Annual","HOOTERS","7701 PRESTON HWY ","7701"," ","PRESTON","HWY","-85.687466571000002","38.140439310700003","2019-02-28 00:00:00","RST","Restaurant / Cafe","2014-08-13 12:12:03","40219","24","","C2","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","2014-08-13 12:12:03","Codes and Regulations","1227008","236449"
"2516","15534","Alcoholic Beverage Annual","KROGER L-763","520 N 35TH ST ","520","N","35TH","ST","-85.805350145700004","38.270320270299997","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2006-01-03 10:49:53","40212","05","PORTLAND","EZ1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1193907","284291"
"2517","15742","Alcoholic Beverage Annual","KROGER L-764","9501 WESTPORT RD ","9501"," ","WESTPORT","RD","-85.574283580400007","38.288544497700002","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2006-02-13 14:36:15","40241","17","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1260332","289890"
"2518","15974","Alcoholic Beverage Annual","KROGER L-753","1265 GOSS AVE ","1265"," ","GOSS","AVE","-85.729989990999997","38.225976103800001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2006-04-04 11:45:00","40217","10","GERMANTOWN","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1215280","267788"
"2519","5045","Alcoholic Beverage Annual","KROGER L-339","2440 BARDSTOWN RD ","2440"," ","BARDSTOWN","RD","-85.687538097000001","38.223235627299999","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 08:59:00","40205","08","BELKNAP","(C2)","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1227458","266597"
"2520","5045","Alcoholic Beverage Annual","KROGER L-339","2440 BARDSTOWN RD ","2440"," ","BARDSTOWN","RD","-85.687538097000001","38.223235627299999","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 08:59:00","40205","08","BELKNAP","(C2)","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1227458","266597"
"2521","5046","Alcoholic Beverage Annual","KROGER L-360","6900 BARDSTOWN RD ","6900"," ","BARDSTOWN","RD","-85.587973110999997","38.146154724500001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 09:19:00","40291","22","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1255650","238099"
"2522","5046","Alcoholic Beverage Annual","KROGER L-360","6900 BARDSTOWN RD ","6900"," ","BARDSTOWN","RD","-85.587973110999997","38.146154724500001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 09:19:00","40291","22","","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1255650","238099"
"2523","5048","Alcoholic Beverage Annual","KROGER L-346","3039 BRECKENRIDGE LN ","3039"," ","BRECKENRIDGE","LN","-85.626604261699995","38.217722140399999","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 09:22:00","40220","26","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1244931","264322"
"2524","36370","Alcoholic Beverage Annual","DOLLAR GENERAL STORE #13244","1631 W MARKET ST ","1631","W","MARKET","ST","-85.777866743499999","38.2578710887","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2012-11-29 14:49:14","40203","04","PORTLAND","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1201721","279626"
"2525","37081","Alcoholic Beverage Annual","DOLLAR GENERAL STORE # 59","8701 NATIONAL TPKE ","8701"," ","NATIONAL","TPKE","-85.747692556499999","38.123249658699997","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2013-04-11 15:34:51","40118","13","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1209587","230466"
"2526","13ABC1090","Alcoholic Beverage Annual","CASPIAN GRILL","2716 FRANKFORT AVE ","2716"," ","FRANKFORT","AVE","-85.693272582299997","38.254464983699997","2018-09-30 00:00:00","RST","Restaurant / Cafe","2013-11-18 10:41:09","40206","09","CRESCENT HILL","C2","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1225989","277994"
"2527","33946","Alcoholic Beverage Annual","COME BACK INN","909 SWAN ST ","909"," ","SWAN","ST","-85.736470844099998","38.239164221400003","2018-10-31 00:00:00","RST","Restaurant / Cafe","2011-12-22 15:10:00","40204","04","GERMANTOWN","C1","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","INACTIVE","","Codes and Regulations","1213496","272620"
"2528","4319","Alcoholic Beverage Annual","VAULT LIQUORS & SMOKES","1270 BARDSTOWN RD ","1270"," ","BARDSTOWN","RD","-85.715677223","38.235280067700003","2018-10-31 00:00:00","LIQ","Liquor Store","2004-04-26 10:30:00","40204","08","TYLER PARK","(C2)","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1219445","271110"
"2529","31467","Alcoholic Beverage Annual","JOCKS SPORTS BAR","3423 BRECKENRIDGE LN ","3423"," ","BRECKENRIDGE","LN","-85.6222242037","38.198689517200002","2019-01-31 00:00:00","BAR","Bar","2011-02-28 16:39:00","40220","26","","C1","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1246086","257373"
"2530","31684","Alcoholic Beverage Annual","BORROMEO'S PIZZA & ITALIAN","8607 SMYRNA PKY 101","8607"," ","SMYRNA","PKY","-85.641747771499993","38.123447499699999","2019-01-31 00:00:00","RST","Restaurant / Cafe","2011-04-19 09:07:00","40228","23","","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1240062","230060"
"2531","32015","Alcoholic Beverage Annual","O'CONNELLS IRISH PUB","5520 FERN VALLEY RD 115","5520"," ","FERN VALLEY","RD","-85.657544533299998","38.155576940899998","2019-01-31 00:00:00","BAR","Bar","2011-05-23 11:40:56","40228","24","","C2","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1235697","241828"
"2532","32050","Alcoholic Beverage Annual","SCORES LIQUORS","6714 SHEPHERDSVILLE RD ","6714"," ","SHEPHERDSVILLE","RD","-85.66035042","38.152121092199998","2019-01-31 00:00:00","LIQ","Liquor Store","2011-08-29 16:33:07","40228","02","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1234871","240582"
"2533","6453","Alcoholic Beverage Annual","J. R.'S QUICK MART","701 CAMP ST ","701"," ","CAMP","ST","-85.743683713400003","38.2314400148","2018-10-31 00:00:00","BAR","Bar","2004-10-04 14:26:00","40203","04","SHELBY PARK","R6","MBCO","NQ Retail Malt Beverage Combo (Package and Drink)","INACTIVE","","Codes and Regulations","1211379","269841"
"2534","17989","Alcoholic Beverage Annual","LIQUOR WORLD-LAGRANGE RD","12418 LA GRANGE RD ","12418"," ","LA GRANGE","RD","-85.509334811599999","38.289778792500002","2019-02-28 00:00:00","LIQ","Liquor Store","2007-02-26 10:29:00","40245","17","","C1","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1278978","290078"
"2535","17989","Alcoholic Beverage Annual","LIQUOR WORLD-LAGRANGE RD","12418 LA GRANGE RD ","12418"," ","LA GRANGE","RD","-85.509334811599999","38.289778792500002","2019-02-28 00:00:00","LIQ","Liquor Store","2007-02-26 10:29:00","40245","17","","C1","MBCO","NQ Retail Malt Beverage Combo (Package and Drink)","ACTIVE","","Codes and Regulations","1278978","290078"
"2536","15ABC1018","Alcoholic Beverage Annual","COURTYARD BY MARRIOTT","100 S 2ND ST ","100","S","2ND","ST","-85.753736041300002","38.255849832800003","2018-11-30 00:00:00","HOT","Hotels","2015-02-25 17:22:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","2015-02-25 17:21:59","Codes and Regulations","1208637","278776"
"2537","15ABC1018","Alcoholic Beverage Annual","COURTYARD BY MARRIOTT","100 S 2ND ST ","100","S","2ND","ST","-85.753736041300002","38.255849832800003","2018-11-30 00:00:00","HOT","Hotels","2015-02-25 17:22:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SD","Sunday Drink","ACTIVE","2015-02-25 17:22:00","Codes and Regulations","1208637","278776"
"2538","5312","Alcoholic Beverage Annual","BUCKHEAD GRILL & BAR","3020 BARDSTOWN RD ","3020"," ","BARDSTOWN","RD","-85.674567112199995","38.214029593200003","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 11:54:00","40205","08","GARDINER LANE","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1231132","263187"
"2539","5312","Alcoholic Beverage Annual","BUCKHEAD GRILL & BAR","3020 BARDSTOWN RD ","3020"," ","BARDSTOWN","RD","-85.674567112199995","38.214029593200003","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-20 11:54:00","40205","08","GARDINER LANE","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1231132","263187"
"2540","15ABC1153","Alcoholic Beverage Annual","FINCASTLE WINE & LIQUOR","4106 MURPHY LN ","4106"," ","MURPHY","LN","-85.534619818099998","38.303861005100003","2019-01-31 00:00:00","LIQ","Liquor Store","2015-09-23 13:12:29","40241","17","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-09-23 13:12:29","Codes and Regulations","1271793","295306"
"2541","15ABC1155","Alcoholic Beverage Annual","BEEF O'BRADY'S","5628 BARDSTOWN RD ","5628"," ","BARDSTOWN","RD","-85.598325769200002","38.1628402487","2018-10-31 00:00:00","RST","Restaurant / Cafe","2015-09-21 17:21:53","40291","22","","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","2015-09-21 17:21:53","Codes and Regulations","1252762","244218"
"2542","15ABC1155","Alcoholic Beverage Annual","BEEF O'BRADY'S","5628 BARDSTOWN RD ","5628"," ","BARDSTOWN","RD","-85.598325769200002","38.1628402487","2018-10-31 00:00:00","RST","Restaurant / Cafe","2015-09-21 17:21:53","40291","22","","C1","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","2015-09-21 17:21:53","Codes and Regulations","1252762","244218"
"2543","15ABC1135","Alcoholic Beverage Annual","HOLIDAY INN EXPRESS & SUITES LOUISVILLE DOWNTOWN","800 W MARKET ST ","800","W","MARKET","ST","-85.7637038676","38.255663400899998","2018-11-30 00:00:00","HOT","Hotels","2016-04-01 16:26:23","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1205774","278755"
"2544","15ABC1135","Alcoholic Beverage Annual","HOLIDAY INN EXPRESS & SUITES LOUISVILLE DOWNTOWN","800 W MARKET ST ","800","W","MARKET","ST","-85.7637038676","38.255663400899998","2018-11-30 00:00:00","HOT","Hotels","2016-04-01 16:26:23","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1205774","278755"
"2545","16ABC1115","Alcoholic Beverage Annual","TASTE FINE WINES AND BOURBONS","634 E MARKET ST ","634","E","MARKET","ST","-85.740516238799998","38.253207007900002","2018-11-30 00:00:00","LIQ","Liquor Store","2016-08-29 16:34:46","40202","04","PHOENIX HILL","C2","SD","Sunday Drink","ACTIVE","2016-08-29 16:34:46","Codes and Regulations","1212417","277752"
"2546","16ABC1092","Alcoholic Beverage Annual","HOPCAT","1064 BARDSTOWN RD ","1064"," ","BARDSTOWN","RD","-85.721731902900004","38.238524259800002","2018-10-31 00:00:00","RST","Restaurant / Cafe","2016-07-21 09:35:33","40204","08","CHEROKEE TRIANGLE","(C2)","SD","Sunday Drink","ACTIVE","2016-07-21 09:35:33","Codes and Regulations","1217725","272319"
"2547","16ABC1113","Alcoholic Beverage Annual","BLUE LICK LIQUORS","9220 BLUE LICK RD ","9220"," ","BLUE LICK","RD","-85.689913145099993","38.114541061899999","2019-01-31 00:00:00","LIQ","Liquor Store","2016-07-27 15:55:03","40229","24","","C1","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1226157","227030"
"2548","ABC906303","Alcoholic Beverage Annual","PALACE THEATRE","625 S 4TH ST ","625","S","4TH","ST","-85.757887562799993","38.2479581598","2018-11-30 00:00:00","THR","Theatre / Museum","2017-06-28 09:14:30","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","CCC","NQ1 Retail Drink (Convention Center or Convention Hotel Complex)","ACTIVE","2017-06-28 09:14:30","Codes and Regulations","1207398","275922"
"2549","3319","Alcoholic Beverage Annual","KUHL'S LIQUORS & DELI","7302 GRADE LN ","7302"," ","GRADE","LN","-85.738891405199993","38.1440537123","2019-02-28 00:00:00","LIQ","Liquor Store","2004-02-16 11:59:00","40219","13","","EZ1","LP","Quota Retail Package","ACTIVE","","Codes and Regulations","1212241","238000"
"2550","ABC906303","Alcoholic Beverage Annual","PALACE THEATRE","625 S 4TH ST ","625","S","4TH","ST","-85.757887562799993","38.2479581598","2018-11-30 00:00:00","THR","Theatre / Museum","2017-06-28 09:14:30","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","ESL","Extended Hours Supplement","ACTIVE","2017-06-28 09:14:30","Codes and Regulations","1207398","275922"
"2551","ABC915719","Alcoholic Beverage Annual","BARRELL CRAFT SPIRITS DISTILLERY","3311 GILMORE INDUSTRIAL BLVD ","3311"," ","GILMORE INDUSTRIAL","BLVD","-85.700362494499998","38.179242367999997","2019-02-28 00:00:00","MAN","Manufacturer","2017-07-17 10:49:51","40213","21","","M2","SD","Sunday Drink","ACTIVE","2017-07-17 10:49:51","Codes and Regulations","1223522","250636"
"2552","ABC916065","Alcoholic Beverage Annual","WHISKEY DRY BY ED LEE","412 S 4TH ST 140","412","S","4TH","ST","-85.757556097299997","38.252458252899999","2018-11-30 00:00:00","BAR","Bar","2018-01-29 15:07:01","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SD","Sunday Drink","ACTIVE","2018-01-29 15:07:01","Codes and Regulations","1207520","277559"
"2553","ABC916065","Alcoholic Beverage Annual","WHISKEY DRY BY ED LEE","412 S 4TH ST 140","412","S","4TH","ST","-85.757556097299997","38.252458252899999","2018-11-30 00:00:00","BAR","Bar","2018-01-29 15:07:01","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","2018-01-29 15:07:01","Codes and Regulations","1207520","277559"
